2.33	qid:15	1:0	2:0
1.33	qid:15	1:10.582673	2:9.201574
2.33	qid:15	1:0	2:4.269035
2.0	qid:16	1:0	2:0
2.0	qid:16	1:2.9416986	2:4.2219234
2.0	qid:16	1:0	2:0
2.67	qid:17	1:16.494715	2:13.349503
2.67	qid:17	1:19.335423	2:21.968887
2.33	qid:17	1:20.621534	2:23.022984
2.33	qid:17	1:13.812717	2:15.218635
2.33	qid:18	1:15.088978	2:5.627967
2.0	qid:18	1:10.868168	2:10.239947
2.0	qid:18	1:4.307371	2:3.879132
1.67	qid:18	1:9.886971	2:11.509385
2.67	qid:18	1:3.7156096	2:0.1374035
1.67	qid:18	1:4.614148	2:4.2566013
2.33	qid:18	1:9.971426	2:11.440542
2.33	qid:19	1:5.0384207	2:0
2.33	qid:20	1:19.741482	2:22.225845
3.0	qid:20	1:20.281263	2:22.246595
2.67	qid:20	1:20.316013	2:22.21602
2.33	qid:20	1:20.889849	2:16.364723
2.33	qid:20	1:19.707722	2:5.58563
2.0	qid:20	1:20.281263	2:23.358553
2.33	qid:20	1:20.281263	2:22.246595
2.67	qid:20	1:20.316013	2:22.21602
2.0	qid:21	1:12.890885	2:17.955704
2.33	qid:21	1:11.984392	2:16.129913
3.0	qid:21	1:16.776772	2:0
3.0	qid:22	1:7.310438	2:4.9697456
3.0	qid:22	1:7.290103	2:4.962094
3.0	qid:22	1:7.479297	2:5.743186
2.67	qid:22	1:6.555105	2:5.028139
2.67	qid:22	1:7.310438	2:5.028139
3.0	qid:22	1:8.160461	2:6.1084657
1.33	qid:23	1:12.334055	2:0
2.67	qid:23	1:5.7204328	2:5.279142
3.0	qid:24	1:19.435123	2:15.955609
2.33	qid:24	1:19.80136	2:10.284663
2.67	qid:24	1:19.126667	2:9.546828
2.0	qid:24	1:19.107252	2:20.303774
2.33	qid:24	1:18.530935	2:0.36215878
1.67	qid:25	1:6.555105	2:5.234565
2.0	qid:25	1:6.6506367	2:5.7773542
2.33	qid:25	1:5.4730177	2:5.318219
1.67	qid:25	1:4.940539	2:5.2682686
1.67	qid:25	1:5.593925	2:0.20613703
1.67	qid:25	1:6.8033733	2:4.68703
2.67	qid:25	1:6.7283735	2:6.1540747
2.33	qid:26	1:25.853834	2:23.433308
2.67	qid:26	1:25.32247	2:23.433308
2.33	qid:26	1:21.943762	2:29.148937
2.33	qid:26	1:26.597885	2:29.600576
3.0	qid:26	1:25.273855	2:28.75615
2.67	qid:26	1:24.666199	2:23.084925
3.0	qid:26	1:21.360146	2:29.148937
2.67	qid:27	1:23.61961	2:22.046467
2.67	qid:27	1:20.476606	2:5.816346
3.0	qid:27	1:22.655087	2:23.99037
2.0	qid:28	1:12.841414	2:5.268474
2.0	qid:28	1:14.058729	2:12.988295
2.0	qid:28	1:13.694861	2:12.990877
2.67	qid:28	1:23.863356	2:10.496229
2.0	qid:28	1:14.254688	2:12.426289
2.67	qid:28	1:13.805993	2:12.426289
2.67	qid:28	1:13.944619	2:12.969742
2.0	qid:28	1:7.410321	2:1.3634616
1.67	qid:28	1:13.385515	2:12.828032
2.33	qid:29	1:10.090803	2:0
2.33	qid:29	1:9.166128	2:4.6016836
1.0	qid:29	1:8.791809	2:4.697856
1.0	qid:29	1:9.518511	2:4.5975943
2.33	qid:29	1:11.107998	2:9.354259
1.33	qid:29	1:8.732868	2:4.70171
2.67	qid:29	1:9.518511	2:4.697856
1.0	qid:29	1:9.227844	2:3.8195732
2.33	qid:30	1:24.86157	2:24.576735
2.33	qid:31	1:17.31404	2:12.21639
2.67	qid:31	1:17.592136	2:11.006535
3.0	qid:31	1:16.704428	2:10.703976
2.67	qid:31	1:16.704428	2:11.377303
2.0	qid:31	1:16.7745	2:11.754776
3.0	qid:31	1:17.592136	2:11.40993
2.0	qid:31	1:18.850454	2:16.915686
2.67	qid:31	1:17.933453	2:15.067713
2.67	qid:31	1:17.592136	2:11.220467
2.0	qid:32	1:21.715038	2:19.480583
2.0	qid:32	1:15.052574	2:15.490697
3.0	qid:32	1:15.653147	2:16.297863
1.33	qid:33	1:6.2141848	2:9.37995
2.67	qid:33	1:5.5981836	2:8.753578
2.0	qid:33	1:13.536524	2:0
2.0	qid:33	1:11.475574	2:3.653706
1.33	qid:33	1:6.2027893	2:9.253504
1.33	qid:33	1:6.5788527	2:9.110071
1.0	qid:33	1:6.0397167	2:9.662376
1.0	qid:33	1:6.2027893	2:8.753578
1.67	qid:33	1:6.7777214	2:0
2.33	qid:33	1:5.8849993	2:8.996085
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:15.917639	2:18.1445
3.0	qid:34	1:15.43782	2:5.5607343
3.0	qid:34	1:16.638273	2:20.9665
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:16.59094	2:21.39301
3.0	qid:34	1:14.469526	2:5.7373514
3.0	qid:35	1:17.483421	2:10.192566
3.0	qid:35	1:11.4638	2:7.4468
3.0	qid:35	1:11.749346	2:7.6630044
3.0	qid:35	1:12.105661	2:7.0514936
3.0	qid:35	1:11.225992	2:5.894421
1.33	qid:36	1:18.391056	2:14.978228
2.33	qid:36	1:20.73548	2:22.881023
2.33	qid:36	1:10.937558	2:19.45462
2.33	qid:37	1:15.226393	2:11.872745
2.33	qid:37	1:13.859311	2:5.506168
2.67	qid:37	1:12.884036	2:5.4035153
2.33	qid:37	1:11.913509	2:11.732981
3.0	qid:37	1:12.54304	2:9.95936
3.0	qid:37	1:12.604655	2:12.475509
2.0	qid:37	1:13.244582	2:5.12644
2.33	qid:38	1:7.960663	2:5.6950617
1.67	qid:38	1:7.1100426	2:16.218515
2.33	qid:38	1:8.246407	2:12.791101
2.67	qid:38	1:14.3220825	2:20.75398
2.67	qid:38	1:16.053482	2:15.6820755
2.0	qid:38	1:7.0043645	2:5.080238
2.67	qid:38	1:10.147473	2:11.639991
1.33	qid:39	1:8.7226715	2:0
1.0	qid:39	1:10.199011	2:0
1.67	qid:39	1:9.267211	2:9.716884
2.0	qid:39	1:9.690817	2:1.6517018
3.0	qid:39	1:10.160626	2:0
2.67	qid:39	1:10.772686	2:11.255892
1.67	qid:39	1:9.454269	2:0
2.0	qid:39	1:9.454269	2:0
2.67	qid:39	1:9.513654	2:0
2.33	qid:40	1:7.539909	2:6.47657
3.0	qid:41	1:7.987312	2:2.3088646
2.33	qid:41	1:8.507774	2:5.470176
3.0	qid:41	1:8.507774	2:5.470176
2.33	qid:41	1:8.79478	2:6.3078623
2.67	qid:41	1:9.318748	2:7.8533535
3.0	qid:42	1:16.22372	2:3.8160908
2.0	qid:42	1:8.088386	2:5.3494015
1.67	qid:42	1:17.25327	2:14.751916
3.0	qid:42	1:17.269732	2:5.144112
2.0	qid:42	1:17.289604	2:3.8571582
1.67	qid:42	1:6.5533237	2:12.209229
3.0	qid:42	1:17.289604	2:15.606298
3.0	qid:42	1:17.846537	2:16.50196
3.0	qid:42	1:17.867306	2:11.064051
3.0	qid:43	1:14.971834	2:18.926563
2.33	qid:43	1:10.889767	2:7.6762214
2.33	qid:43	1:13.046436	2:7.1711082
1.67	qid:43	1:10.35204	2:11.649378
2.0	qid:43	1:10.835089	2:7.663921
2.33	qid:43	1:14.584354	2:11.137995
1.67	qid:43	1:14.781879	2:8.657064
2.33	qid:43	1:12.234724	2:5.33733
1.67	qid:44	1:9.130918	2:0
2.0	qid:44	1:12.37224	2:5.495715
3.0	qid:44	1:11.491083	2:10.2582035
1.33	qid:44	1:11.081877	2:8.077599
2.33	qid:44	1:10.318033	2:5.819144
1.67	qid:44	1:11.462918	2:9.475046
2.33	qid:44	1:9.894599	2:5.231098
1.67	qid:45	1:14.337241	2:14.003695
3.0	qid:45	1:17.246178	2:22.95649
1.67	qid:45	1:11.040986	2:10.485108
2.67	qid:45	1:13.826679	2:10.814268
2.67	qid:45	1:17.014502	2:6.5547776
3.0	qid:45	1:17.11922	2:14.147388
2.67	qid:45	1:11.709391	2:13.11477
2.67	qid:45	1:16.51527	2:12.625887
2.67	qid:45	1:13.797605	2:7.6418853
1.67	qid:46	1:5.555085	2:19.45681
3.0	qid:47	1:28.862194	2:24.87126
3.0	qid:47	1:27.550686	2:34.18317
1.67	qid:48	1:8.482548	2:0
2.0	qid:48	1:7.9238405	2:6.4790473
1.0	qid:48	1:1.6370187	2:1.6612384
3.0	qid:48	1:6.746159	2:8.830362
2.67	qid:48	1:7.068061	2:8.763543
2.67	qid:48	1:3.4744294	2:6.72635
2.33	qid:48	1:7.691039	2:4.978302
2.0	qid:49	1:7.0487137	2:4.238621
2.33	qid:49	1:7.1328216	2:4.2427645
2.33	qid:49	1:4.5000963	2:5.430958
2.0	qid:50	1:16.531498	2:19.895039
2.67	qid:51	1:13.191188	2:8.855383
1.67	qid:51	1:8.09131	2:13.33003
2.33	qid:51	1:12.130081	2:10.595928
2.33	qid:51	1:13.193981	2:4.021523
2.0	qid:51	1:13.582916	2:10.088106
2.33	qid:51	1:12.341852	2:7.008301
2.33	qid:51	1:11.721741	2:11.7451515
2.33	qid:52	1:1.5859916	2:7.2086334
2.0	qid:52	1:10.95107	2:15.843501
2.67	qid:52	1:1.6669078	2:1.3554466
2.33	qid:52	1:6.528259	2:17.533531
2.0	qid:52	1:10.967106	2:19.151608
2.33	qid:52	1:5.8145847	2:6.143914
2.33	qid:52	1:10.942117	2:10.0625
2.67	qid:52	1:10.938857	2:13.885686
2.33	qid:52	1:3.9574137	2:8.006716
2.67	qid:52	1:5.5781755	2:7.1080065
1.33	qid:53	1:4.137044	2:5.3625007
1.67	qid:53	1:3.5178037	2:1.2512192
2.0	qid:53	1:3.3420367	2:4.424834
2.33	qid:53	1:3.4496784	2:0
1.67	qid:53	1:1.7827706	2:3.606446
1.33	qid:53	1:0	2:4.214962
2.0	qid:53	1:3.2984982	2:3.0715866
1.0	qid:53	1:0	2:1.2810384
2.67	qid:53	1:1.7816782	2:1.9179544
2.0	qid:54	1:5.051105	2:6.0085964
2.0	qid:54	1:6.800706	2:0
2.33	qid:54	1:6.311557	2:4.734025
3.0	qid:54	1:5.481327	2:5.2038636
3.0	qid:54	1:6.403681	2:3.9971414
2.0	qid:54	1:7.042885	2:3.9089718
2.67	qid:54	1:6.5746284	2:7.585261
2.33	qid:54	1:7.9376354	2:6.7392693
2.33	qid:54	1:6.363098	2:5.336522
3.0	qid:54	1:6.616798	2:7.5560045
3.0	qid:55	1:13.581973	2:13.994626
3.0	qid:55	1:19.650093	2:20.490786
2.0	qid:55	1:20.408964	2:20.381098
1.67	qid:56	1:1.5380492	2:0
2.67	qid:56	1:1.5380492	2:0
2.67	qid:56	1:1.5380492	2:7.2390957
2.0	qid:56	1:14.385136	2:15.406324
2.33	qid:57	1:9.072406	2:0
2.33	qid:57	1:22.76448	2:9.648015
3.0	qid:57	1:21.319065	2:1.0624211
2.33	qid:57	1:9.407412	2:7.2003393
2.33	qid:58	1:6.296279	2:4.3546352
2.0	qid:58	1:6.503853	2:22.590616
3.0	qid:58	1:6.054558	2:6.3137317
2.67	qid:59	1:18.512592	2:15.047052
2.33	qid:60	1:13.0299015	2:13.47956
2.33	qid:60	1:12.486832	2:13.408642
2.33	qid:60	1:11.696793	2:12.434475
3.0	qid:60	1:12.126703	2:13.461763
2.67	qid:60	1:12.486832	2:11.537661
2.33	qid:60	1:11.499121	2:12.437574
2.67	qid:60	1:12.561692	2:12.953229
2.33	qid:60	1:12.042166	2:13.112852
2.0	qid:60	1:12.561692	2:12.0410385
2.67	qid:60	1:11.696793	2:12.434475
2.67	qid:61	1:9.79546	2:4.778106
2.67	qid:61	1:9.751919	2:0
3.0	qid:61	1:9.79546	2:4.778106
2.33	qid:61	1:9.79546	2:0
2.67	qid:61	1:9.751919	2:0
3.0	qid:61	1:9.79546	2:0
2.67	qid:61	1:9.79546	2:0
3.0	qid:61	1:9.469827	2:0
2.33	qid:61	1:10.099609	2:4.7383814
1.33	qid:61	1:15.913593	2:14.244947
2.33	qid:61	1:10.099609	2:0
2.67	qid:61	1:9.751919	2:0
3.0	qid:62	1:31.049116	2:17.942545
3.0	qid:63	1:18.085485	2:15.888655
3.0	qid:63	1:19.778477	2:16.778088
3.0	qid:63	1:18.036835	2:7.171129
3.0	qid:63	1:20.358074	2:7.51855
3.0	qid:63	1:17.536942	2:12.726792
2.67	qid:63	1:19.7235	2:16.425776
2.67	qid:63	1:19.778477	2:5.6116524
2.33	qid:64	1:16.267883	2:16.05444
2.33	qid:64	1:13.684797	2:16.061659
2.0	qid:64	1:13.684797	2:14.0627
2.0	qid:64	1:14.422682	2:8.50501
3.0	qid:64	1:16.471357	2:16.241945
2.33	qid:64	1:16.471357	2:8.55703
3.0	qid:64	1:14.422682	2:14.128948
3.0	qid:64	1:14.6594515	2:16.225119
2.67	qid:64	1:12.078663	2:16.677788
1.67	qid:64	1:13.462697	2:15.841654
2.0	qid:65	1:6.7315435	2:0
3.0	qid:65	1:10.598896	2:8.910163
2.33	qid:65	1:9.869982	2:8.910163
2.67	qid:65	1:8.4095545	2:11.168
1.67	qid:65	1:8.170602	2:0
3.0	qid:66	1:17.100452	2:9.455487
2.67	qid:66	1:14.617552	2:7.981508
3.0	qid:67	1:13.071459	2:15.062277
3.0	qid:67	1:23.419775	2:21.529903
2.67	qid:68	1:9.245888	2:0.19756296
2.0	qid:68	1:11.130947	2:7.143762
2.67	qid:68	1:7.7325277	2:1.4037906
2.0	qid:68	1:8.477478	2:1.6287798
2.0	qid:68	1:9.155955	2:7.5012026
2.33	qid:68	1:7.4685874	2:0.20766819
1.67	qid:68	1:11.409437	2:6.1283555
2.33	qid:68	1:8.554974	2:1.7236104
1.67	qid:68	1:6.3064227	2:1.5077329
2.67	qid:68	1:10.555082	2:8.141779
2.0	qid:68	1:7.6649036	2:0.15967624
2.33	qid:68	1:10.222115	2:7.6062274
2.67	qid:69	1:15.456415	2:18.153107
2.33	qid:69	1:11.257536	2:6.784423
2.0	qid:69	1:14.740124	2:8.18096
3.0	qid:69	1:13.73886	2:16.014065
2.33	qid:70	1:7.3498464	2:0
2.33	qid:70	1:8.288191	2:0.19434637
2.0	qid:70	1:8.464255	2:8.682787
2.33	qid:70	1:6.617997	2:0
1.67	qid:70	1:7.380049	2:7.9441447
3.0	qid:71	1:7.278913	2:2.4365418
3.0	qid:71	1:7.0190945	2:6.3476257
1.67	qid:71	1:4.1136713	2:0
3.0	qid:71	1:7.0518427	2:1.9896517
2.67	qid:71	1:10.449836	2:6.037072
3.0	qid:72	1:8.159159	2:0.27785736
3.0	qid:72	1:7.786849	2:0.33714783
2.0	qid:72	1:7.5542765	2:6.1644
2.0	qid:72	1:7.822321	2:0.27785736
2.33	qid:72	1:7.822321	2:0.27785736
3.0	qid:72	1:7.987152	2:0.27785736
2.0	qid:72	1:7.7643957	2:6.1224113
2.67	qid:73	1:3.9279137	2:0
3.0	qid:74	1:16.611465	2:15.820272
2.0	qid:75	1:10.057761	2:5.678337
2.33	qid:75	1:7.042885	2:8.041007
3.0	qid:75	1:10.361596	2:10.627546
2.67	qid:75	1:7.9376354	2:10.869516
2.67	qid:75	1:7.3507004	2:7.974486
2.33	qid:76	1:7.3454027	2:1.3993239
1.67	qid:76	1:7.697524	2:1.7102033
2.0	qid:76	1:7.360441	2:1.4586651
1.0	qid:76	1:6.985382	2:1.4110506
1.33	qid:76	1:7.1679115	2:1.6862712
1.67	qid:76	1:7.3532825	2:4.426472
1.67	qid:76	1:7.141678	2:1.6935639
2.67	qid:77	1:13.952343	2:19.209866
2.67	qid:77	1:15.653412	2:6.4647017
2.67	qid:77	1:13.56529	2:19.049204
2.67	qid:77	1:14.073892	2:19.612602
2.67	qid:77	1:13.56529	2:19.049204
3.0	qid:77	1:13.56529	2:19.049204
2.67	qid:77	1:12.129591	2:11.018219
2.33	qid:77	1:13.643534	2:10.704464
1.0	qid:78	1:0	2:0
2.33	qid:78	1:9.129439	2:7.071666
1.0	qid:78	1:1.6669078	2:8.052384
2.67	qid:79	1:6.591675	2:8.261078
2.33	qid:80	1:10.54127	2:16.42652
2.67	qid:81	1:7.203964	2:12.957523
2.0	qid:81	1:11.137346	2:16.097986
2.33	qid:81	1:11.012777	2:16.282415
3.0	qid:81	1:11.102844	2:16.293507
2.0	qid:81	1:11.0534935	2:16.08641
2.67	qid:81	1:11.102844	2:16.293507
2.0	qid:81	1:11.102844	2:16.728767
2.33	qid:81	1:11.012777	2:16.282415
2.67	qid:81	1:11.137346	2:16.280792
2.33	qid:81	1:11.0534935	2:16.269007
2.0	qid:81	1:11.012777	2:15.547301
2.33	qid:82	1:11.535368	2:5.635054
2.33	qid:82	1:11.701316	2:5.5844316
3.0	qid:83	1:19.774046	2:18.146664
3.0	qid:83	1:17.661514	2:10.261171
2.33	qid:83	1:18.41256	2:18.146664
2.67	qid:83	1:18.208326	2:10.712917
3.0	qid:83	1:18.41256	2:18.146664
1.67	qid:84	1:0	2:1.6301236
2.67	qid:84	1:15.0365505	2:15.693818
2.67	qid:85	1:4.761378	2:9.688225
3.0	qid:85	1:1.3253961	2:9.134674
2.67	qid:85	1:4.3907657	2:4.9528227
3.0	qid:85	1:6.0337753	2:4.276594
3.0	qid:85	1:10.336705	2:9.694985
2.33	qid:85	1:9.917429	2:6.588579
2.67	qid:86	1:6.846201	2:8.714779
2.0	qid:86	1:6.725193	2:11.011624
2.67	qid:86	1:6.63925	2:8.714779
2.33	qid:86	1:6.846201	2:10.975342
2.67	qid:86	1:6.725193	2:8.901394
2.67	qid:86	1:6.725193	2:10.624238
3.0	qid:86	1:6.725193	2:8.901394
2.67	qid:86	1:6.846201	2:10.27244
1.67	qid:87	1:1.2091045	2:0.76398814
2.67	qid:87	1:1.7816782	2:0
2.67	qid:87	1:0	2:0
2.67	qid:87	1:1.7816782	2:0
2.67	qid:87	1:1.6914386	2:1.6562774
2.33	qid:87	1:1.4929206	2:0
2.33	qid:88	1:10.621986	2:4.5765314
2.33	qid:88	1:10.52907	2:9.25813
2.33	qid:88	1:10.417417	2:9.285753
2.67	qid:88	1:10.584751	2:9.25813
2.0	qid:88	1:10.048565	2:9.285753
2.67	qid:88	1:10.8627205	2:4.5824466
2.67	qid:88	1:10.048565	2:4.5765314
2.33	qid:88	1:10.048565	2:4.5765314
2.67	qid:88	1:10.584751	2:4.5824466
2.33	qid:88	1:10.584751	2:9.25813
1.0	qid:89	1:1.9508483	2:1.3005611
2.0	qid:89	1:7.203964	2:5.5116925
1.33	qid:89	1:6.669759	2:12.005217
2.67	qid:89	1:10.750161	2:11.318607
2.67	qid:89	1:7.201609	2:6.863875
2.33	qid:89	1:10.182172	2:12.518671
2.0	qid:89	1:10.445042	2:11.463292
2.33	qid:89	1:5.811396	2:13.501214
3.0	qid:90	1:14.332405	2:12.484774
2.67	qid:91	1:8.920124	2:6.2070684
2.67	qid:91	1:6.3110676	2:6.6780667
2.0	qid:91	1:6.392413	2:5.4468455
2.0	qid:91	1:9.207427	2:6.3853097
2.33	qid:91	1:5.7209053	2:6.2131596
2.0	qid:91	1:6.4462404	2:5.453804
2.67	qid:92	1:28.150372	2:14.49824
2.33	qid:93	1:12.781543	2:13.056257
3.0	qid:93	1:12.3370695	2:7.958799
3.0	qid:93	1:12.432562	2:7.6990037
3.0	qid:93	1:11.48172	2:0
2.0	qid:93	1:11.660217	2:0
2.0	qid:94	1:20.040264	2:6.0916944
2.33	qid:94	1:23.462027	2:17.561615
3.0	qid:94	1:20.592289	2:5.8445063
2.0	qid:94	1:20.385406	2:6.784423
2.0	qid:94	1:20.592289	2:5.8445063
2.33	qid:95	1:29.60061	2:35.904335
2.67	qid:95	1:29.016718	2:30.765745
2.33	qid:95	1:30.190947	2:21.481037
3.0	qid:96	1:11.743255	2:4.5962806
3.0	qid:96	1:16.727379	2:20.63062
3.0	qid:96	1:11.786585	2:18.753134
3.0	qid:96	1:17.211151	2:10.58353
3.0	qid:96	1:11.946351	2:4.583025
2.67	qid:96	1:10.366091	2:12.600408
2.0	qid:96	1:11.4921465	2:18.706165
3.0	qid:96	1:16.898537	2:10.400171
2.33	qid:97	1:6.8672466	2:8.570865
2.0	qid:97	1:6.0604677	2:8.791019
2.33	qid:97	1:6.8672466	2:8.570865
2.33	qid:97	1:9.327496	2:5.863259
2.0	qid:97	1:7.777629	2:8.871928
1.67	qid:97	1:6.686938	2:5.337207
1.67	qid:97	1:15.191984	2:0
2.33	qid:97	1:7.584467	2:0
2.33	qid:98	1:0	2:0
1.33	qid:98	1:0	2:0
1.67	qid:98	1:1.8685148	2:0
2.0	qid:98	1:4.6568227	2:3.1263857
1.0	qid:98	1:1.8685148	2:0
1.0	qid:98	1:0	2:0
1.67	qid:98	1:0	2:0
1.0	qid:98	1:0	2:0
2.33	qid:99	1:2.8856523	2:0.16857392
2.67	qid:100	1:8.4966	2:9.754375
2.0	qid:100	1:5.137761	2:6.5098
2.0	qid:101	1:8.880789	2:0.29192019
2.67	qid:101	1:6.583764	2:13.825452
2.0	qid:101	1:9.513292	2:3.777015
2.67	qid:101	1:9.186166	2:0.2788335
2.33	qid:101	1:9.371775	2:7.1025577
2.67	qid:101	1:8.768073	2:0.36851108
1.67	qid:102	1:14.142003	2:12.388604
1.67	qid:102	1:6.2569437	2:9.357866
2.33	qid:102	1:18.509518	2:18.460703
2.33	qid:102	1:1.6669078	2:5.7709312
2.0	qid:102	1:20.117552	2:4.2639904
1.67	qid:102	1:8.009441	2:12.928774
2.67	qid:102	1:7.0501394	2:14.167665
2.67	qid:102	1:2.253561	2:0
1.67	qid:102	1:10.159811	2:4.2721224
2.33	qid:102	1:14.142003	2:12.388604
1.67	qid:103	1:2.253561	2:3.1842432
2.33	qid:103	1:3.95984	2:2.808816
3.0	qid:103	1:4.0294695	2:3.798771
1.67	qid:103	1:4.767561	2:0
2.67	qid:103	1:3.8186579	2:2.8955302
2.67	qid:104	1:8.689873	2:5.171026
2.0	qid:104	1:12.79615	2:9.050892
3.0	qid:104	1:13.221536	2:12.046862
2.33	qid:104	1:12.0225315	2:12.281839
3.0	qid:104	1:14.163197	2:14.278234
2.67	qid:104	1:11.034763	2:15.264808
1.67	qid:105	1:8.157656	2:7.568575
2.0	qid:105	1:8.151927	2:0
2.67	qid:105	1:7.6801805	2:7.336273
2.67	qid:106	1:13.664122	2:16.529095
2.67	qid:106	1:13.444099	2:13.944162
2.67	qid:106	1:13.876643	2:14.878887
1.67	qid:106	1:11.951336	2:12.672315
1.67	qid:106	1:11.274384	2:15.449812
2.33	qid:106	1:9.964864	2:12.627533
2.67	qid:106	1:12.878172	2:8.837414
2.0	qid:106	1:13.8162985	2:14.840956
1.67	qid:106	1:10.201851	2:11.839975
2.0	qid:106	1:12.537235	2:15.282815
2.0	qid:106	1:9.784291	2:11.857904
2.67	qid:107	1:9.259466	2:9.990329
2.67	qid:107	1:10.634769	2:13.991992
3.0	qid:107	1:10.04819	2:14.342268
2.33	qid:107	1:11.802458	2:9.940201
2.33	qid:107	1:10.04819	2:13.781727
2.33	qid:107	1:11.802458	2:14.805976
2.67	qid:107	1:10.267323	2:11.327259
2.67	qid:107	1:13.646116	2:12.219561
2.0	qid:107	1:14.247709	2:9.107555
2.0	qid:107	1:10.267323	2:11.327259
3.0	qid:108	1:13.443169	2:12.074157
2.67	qid:108	1:10.237532	2:13.089025
2.33	qid:108	1:10.237532	2:11.970209
2.67	qid:108	1:10.31491	2:10.503657
1.67	qid:108	1:9.394873	2:9.869829
2.33	qid:108	1:11.896872	2:12.306999
3.0	qid:108	1:11.049556	2:10.503657
2.33	qid:108	1:11.876742	2:13.4602
3.0	qid:108	1:11.049556	2:9.89657
2.67	qid:109	1:22.714787	2:9.19731
2.33	qid:109	1:21.925226	2:9.19731
2.33	qid:110	1:8.501375	2:4.4802065
2.33	qid:110	1:8.498272	2:3.0678
2.0	qid:110	1:8.791232	2:5.7849236
3.0	qid:110	1:8.266457	2:2.9348288
2.67	qid:110	1:7.4681544	2:5.2557178
